indice_tiempo,medio_de_transporte,pais_destino,turistas_residentes
2017-11,Aérea,Paraguay,4714.9
2017-11,Aérea,Uruguay,8808.2
2017-11,Aérea,EE.UU. y Canadá,66301.6
2017-11,Aérea,Resto de América,63537.7
2017-11,Aérea,Europa,55360.1
2017-11,Aérea,Resto del mundo,16393.6
2017-11,Terrestre,Bolivia,29333.4
2017-11,Terrestre,Brasil,64055.4
2017-11,Terrestre,Chile,136134.7
2017-11,Terrestre,Paraguay,90872.4
2017-11,Terrestre,Uruguay,58496
2017-11,Terrestre,EE.UU. y Canadá,54
2017-11,Terrestre,Resto de América,709
2017-11,Terrestre,Europa,100.6
2017-11,Terrestre,Resto del mundo,45.2
2017-11,Fluvial/Marítima,Bolivia,9922
2017-11,Fluvial/Marítima,Brasil,6011.6
2017-11,Fluvial/Marítima,Chile,842.9
2017-11,Fluvial/Marítima,Paraguay,11974.4
2017-11,Fluvial/Marítima,Uruguay,57249.6
2017-11,Fluvial/Marítima,EE.UU. y Canadá,251.5
2017-11,Fluvial/Marítima,Resto de América,1349.1
2017-11,Fluvial/Marítima,Europa,359
2017-11,Fluvial/Marítima,Resto del mundo,60
2017-12,Aérea,Bolivia,2586.7
2017-12,Aérea,Brasil,88676.5
2017-12,Aérea,Chile,43514.6
2017-12,Aérea,Paraguay,4279.6
2017-12,Aérea,Uruguay,9910.7
2017-12,Aérea,EE.UU. y Canadá,60746
2017-12,Aérea,Resto de América,67727.3
2017-12,Aérea,Europa,34239.7
2017-12,Aérea,Resto del mundo,11496.8
2017-12,Terrestre,Bolivia,38364.3
2017-12,Terrestre,Brasil,67684.8
2017-12,Terrestre,Chile,167276.4
2017-12,Terrestre,Paraguay,99638.9
2017-12,Terrestre,Uruguay,72310.7
2017-12,Terrestre,EE.UU. y Canadá,188.8
2017-12,Terrestre,Resto de América,2479.8
2017-12,Terrestre,Europa,351.8
2017-12,Terrestre,Resto del mundo,158.3
2017-12,Fluvial/Marítima,Bolivia,10776.6
2017-12,Fluvial/Marítima,Brasil,18834.2
2017-12,Fluvial/Marítima,Chile,12309.9
2017-12,Fluvial/Marítima,Paraguay,15146.6
2017-12,Fluvial/Marítima,Uruguay,62461.4
2017-12,Fluvial/Marítima,EE.UU. y Canadá,210.8
2017-12,Fluvial/Marítima,Resto de América,935.5
2017-12,Fluvial/Marítima,Europa,308.9
2017-12,Fluvial/Marítima,Resto del mundo,66.6
2018-01,Aérea,Bolivia,5311.7
2018-01,Aérea,Brasil,147948.4
2018-01,Aérea,Chile,56013.8
2018-01,Aérea,Paraguay,5346.9
2018-01,Aérea,Uruguay,26717.6
2018-01,Aérea,EE.UU. y Canadá,71405.2
2018-01,Aérea,Resto de América,98876.3
2018-01,Aérea,Europa,44982.2
2018-01,Aérea,Resto del mundo,16384.9
2018-01,Terrestre,Bolivia,58204.1
2018-01,Terrestre,Brasil,381008.5
2018-01,Terrestre,Chile,390747.1
2018-01,Terrestre,Paraguay,209078.6
2018-01,Terrestre,Uruguay,246634.6
2018-01,Terrestre,EE.UU. y Canadá,352.7
2018-01,Terrestre,Resto de América,4631.5
2018-01,Terrestre,Europa,657.1
2018-01,Terrestre,Resto del mundo,295.6
2018-01,Fluvial/Marítima,Bolivia,9478
2018-01,Fluvial/Marítima,Brasil,29931.2
2018-01,Fluvial/Marítima,Chile,12468.3
2018-01,Fluvial/Marítima,Paraguay,23837.8
2018-01,Fluvial/Marítima,Uruguay,133731.2
2018-01,Fluvial/Marítima,EE.UU. y Canadá,1028.4
2018-01,Fluvial/Marítima,Resto de América,6119.7
2018-01,Fluvial/Marítima,Europa,1251.7
2018-01,Fluvial/Marítima,Resto del mundo,318.4
2018-02,Aérea,Bolivia,5933.7
2018-02,Aérea,Brasil,144728.7
2018-02,Aérea,Chile,56692.2
2018-02,Aérea,Paraguay,4847.3
2018-02,Aérea,Uruguay,15443.4
2018-02,Aérea,EE.UU. y Canadá,83201.9
2018-02,Aérea,Resto de América,101748.5
2018-02,Aérea,Europa,50740
2018-02,Aérea,Resto del mundo,21079.5
2018-02,Terrestre,Bolivia,61444.6
2018-02,Terrestre,Brasil,342989.9
2018-02,Terrestre,Chile,325505.5
2018-02,Terrestre,Paraguay,169618
2018-02,Terrestre,Uruguay,230669.4
2018-02,Terrestre,EE.UU. y Canadá,266.1
2018-02,Terrestre,Resto de América,3493.9
2018-02,Terrestre,Europa,495.7
2018-02,Terrestre,Resto del mundo,223
2018-02,Fluvial/Marítima,Bolivia,7360
2018-02,Fluvial/Marítima,Brasil,29955.3
2018-02,Fluvial/Marítima,Chile,13313.2
2018-02,Fluvial/Marítima,Paraguay,14516.7
2018-02,Fluvial/Marítima,Uruguay,121726.4
2018-02,Fluvial/Marítima,EE.UU. y Canadá,1767.5
2018-02,Fluvial/Marítima,Resto de América,10728.7
2018-02,Fluvial/Marítima,Europa,1988.4
2018-02,Fluvial/Marítima,Resto del mundo,276.8
2018-03,Aérea,Bolivia,4098.8
2018-03,Aérea,Brasil,139248.2
2018-03,Aérea,Chile,39955.9
2018-03,Aérea,Paraguay,3001.7
2018-03,Aérea,Uruguay,7902
2018-03,Aérea,EE.UU. y Canadá,80048.4
2018-03,Aérea,Resto de América,104301.5
2018-03,Aérea,Europa,54409.8
2018-03,Aérea,Resto del mundo,23030.9
2018-03,Terrestre,Bolivia,33769.6
2018-03,Terrestre,Brasil,169985
2018-03,Terrestre,Chile,143028.8
2018-03,Terrestre,Paraguay,97104.2
2018-03,Terrestre,Uruguay,80027.2
2018-03,Terrestre,EE.UU. y Canadá,162.8
2018-03,Terrestre,Resto de América,2138
2018-03,Terrestre,Europa,303.3
2018-03,Terrestre,Resto del mundo,136.4
2018-03,Fluvial/Marítima,Bolivia,5143
2018-03,Fluvial/Marítima,Brasil,12272.5
2018-03,Fluvial/Marítima,Chile,5344.8
2018-03,Fluvial/Marítima,Paraguay,12925.8
2018-03,Fluvial/Marítima,Uruguay,57736.1
2018-03,Fluvial/Marítima,EE.UU. y Canadá,804.4
2018-03,Fluvial/Marítima,Resto de América,4185.5
2018-03,Fluvial/Marítima,Europa,731.3
2018-03,Fluvial/Marítima,Resto del mundo,81.6
2018-04,Aérea,Bolivia,2756.6
2018-04,Aérea,Brasil,108503
2018-04,Aérea,Chile,41256.8
2018-04,Aérea,Paraguay,4947.5
2018-04,Aérea,Uruguay,7434.2
2018-04,Aérea,EE.UU. y Canadá,71999.4
2018-04,Aérea,Resto de América,97677.3
2018-04,Aérea,Europa,50382.9
2018-04,Aérea,Resto del mundo,29964.2
2018-04,Terrestre,Bolivia,26602.8
2018-04,Terrestre,Brasil,99521.6
2018-04,Terrestre,Chile,153810.2
2018-04,Terrestre,Paraguay,136403.7
2018-04,Terrestre,Uruguay,103675.6
2018-04,Terrestre,EE.UU. y Canadá,147.9
2018-04,Terrestre,Resto de América,1942.5
2018-04,Terrestre,Europa,275.6
2018-04,Terrestre,Resto del mundo,124
2018-04,Fluvial/Marítima,Bolivia,5300
2018-04,Fluvial/Marítima,Brasil,9032.3
2018-04,Fluvial/Marítima,Chile,1308.8
2018-04,Fluvial/Marítima,Paraguay,12180.7
2018-04,Fluvial/Marítima,Uruguay,60036.4
2018-04,Fluvial/Marítima,EE.UU. y Canadá,493.6
2018-04,Fluvial/Marítima,Resto de América,2732.6
2018-04,Fluvial/Marítima,Europa,480.3
2018-04,Fluvial/Marítima,Resto del mundo,51.3
2018-05,Aérea,Bolivia,2879.6
2018-05,Aérea,Brasil,63543.3
2018-05,Aérea,Chile,34067.3
2018-05,Aérea,Paraguay,5211.7
2018-05,Aérea,Uruguay,6816.2
2018-05,Aérea,EE.UU. y Canadá,85831
2018-05,Aérea,Resto de América,93140
2018-05,Aérea,Europa,80770.1
2018-05,Aérea,Resto del mundo,18970.7
2018-05,Terrestre,Bolivia,22332.3
2018-05,Terrestre,Brasil,49037.3
2018-05,Terrestre,Chile,90027.1
2018-05,Terrestre,Paraguay,104361.3
2018-05,Terrestre,Uruguay,47630.3
2018-05,Terrestre,EE.UU. y Canadá,17.3
2018-05,Terrestre,Resto de América,227.4
2018-05,Terrestre,Europa,32.3
2018-05,Terrestre,Resto del mundo,14.5
2018-05,Fluvial/Marítima,Bolivia,4753
2018-05,Fluvial/Marítima,Brasil,6837.2
2018-05,Fluvial/Marítima,Chile,70.7
2018-05,Fluvial/Marítima,Paraguay,10430.9
2018-05,Fluvial/Marítima,Uruguay,35483.7
2018-05,Fluvial/Marítima,EE.UU. y Canadá,564.2
2018-05,Fluvial/Marítima,Resto de América,2713.2
2018-05,Fluvial/Marítima,Europa,578
2018-05,Fluvial/Marítima,Resto del mundo,49.1
2018-06,Aérea,Bolivia,3087.7
2018-06,Aérea,Brasil,34633.4
2018-06,Aérea,Chile,22068.1
2018-06,Aérea,Paraguay,3881.5
2018-06,Aérea,Uruguay,3647.7
2018-06,Aérea,EE.UU. y Canadá,80705.3
2018-06,Aérea,Resto de América,78286.6
2018-06,Aérea,Europa,92980.5
2018-06,Aérea,Resto del mundo,16577.2
2018-06,Terrestre,Bolivia,18457.2
2018-06,Terrestre,Brasil,40601.3
2018-06,Terrestre,Chile,32729.4
2018-06,Terrestre,Paraguay,75928.5
2018-06,Terrestre,Uruguay,24012.9
2018-06,Terrestre,EE.UU. y Canadá,61
2018-06,Terrestre,Resto de América,801.4
2018-06,Terrestre,Europa,113.7
2018-06,Terrestre,Resto del mundo,51.1
2018-06,Fluvial/Marítima,Bolivia,4990
2018-06,Fluvial/Marítima,Brasil,3333.3
2018-06,Fluvial/Marítima,Chile,19.7
2018-06,Fluvial/Marítima,Paraguay,8681.3
2018-06,Fluvial/Marítima,Uruguay,21233.3
2018-06,Fluvial/Marítima,EE.UU. y Canadá,180.4
2018-06,Fluvial/Marítima,Resto de América,879.6
2018-06,Fluvial/Marítima,Europa,187.5
2018-06,Fluvial/Marítima,Resto del mundo,15.9
2018-07,Aérea,Bolivia,3790.1
2018-07,Aérea,Brasil,60363.5
2018-07,Aérea,Chile,34638.8
2018-07,Aérea,Paraguay,4887.8
2018-07,Aérea,Uruguay,5341.2
2018-07,Aérea,EE.UU. y Canadá,75543
2018-07,Aérea,Resto de América,80958.4
2018-07,Aérea,Europa,98722.8
2018-07,Aérea,Resto del mundo,13445.4
2018-07,Terrestre,Bolivia,35035.9
2018-07,Terrestre,Brasil,111129.8
2018-07,Terrestre,Chile,55022.5
2018-07,Terrestre,Paraguay,122327.7
2018-07,Terrestre,Uruguay,49081.6
2018-07,Terrestre,EE.UU. y Canadá,279
2018-07,Terrestre,Resto de América,656.5
2018-07,Terrestre,Europa,93.1
2018-07,Terrestre,Resto del mundo,41.9
2018-07,Fluvial/Marítima,Bolivia,6381
2018-07,Fluvial/Marítima,Brasil,6884.4
2018-07,Fluvial/Marítima,Chile,89.4
2018-07,Fluvial/Marítima,Paraguay,14961.7
2018-07,Fluvial/Marítima,Uruguay,34211.8
2018-07,Fluvial/Marítima,EE.UU. y Canadá,873.6
2018-07,Fluvial/Marítima,Resto de América,4485.7
2018-07,Fluvial/Marítima,Europa,1043.9
2018-07,Fluvial/Marítima,Resto del mundo,143.3
2018-08,Aérea,Bolivia,3738.4
2018-08,Aérea,Brasil,58870.9
2018-08,Aérea,Chile,25930.3
2018-08,Aérea,Paraguay,4670.1
2018-08,Aérea,Uruguay,4709.1
2018-08,Aérea,EE.UU. y Canadá,70461.7
2018-08,Aérea,Resto de América,66521.9
2018-08,Aérea,Europa,86557.9
2018-08,Aérea,Resto del mundo,13880.7
2018-08,Terrestre,Bolivia,29827.3
2018-08,Terrestre,Brasil,58705.6
2018-08,Terrestre,Chile,48006.2
2018-08,Terrestre,Paraguay,75895.3
2018-08,Terrestre,Uruguay,31850.2
2018-08,Terrestre,EE.UU. y Canadá,142.6
2018-08,Terrestre,Resto de América,336.9
2018-08,Terrestre,Europa,47.8
2018-08,Terrestre,Resto del mundo,21.5
2018-08,Fluvial/Marítima,Bolivia,6550
2018-08,Fluvial/Marítima,Brasil,4273.9
2018-08,Fluvial/Marítima,Chile,62.4
2018-08,Fluvial/Marítima,Paraguay,10050
2018-08,Fluvial/Marítima,Uruguay,27740.9
2018-08,Fluvial/Marítima,EE.UU. y Canadá,409.7
2018-08,Fluvial/Marítima,Resto de América,1798.7
2018-08,Fluvial/Marítima,Europa,307.7
2018-08,Fluvial/Marítima,Resto del mundo,58.7
2018-09,Aérea,Bolivia,3050.8
2018-09,Aérea,Brasil,68153.3
2018-09,Aérea,Chile,21199.1
2018-09,Aérea,Paraguay,4586.4
2018-09,Aérea,Uruguay,4781
2018-09,Aérea,EE.UU. y Canadá,67076.8
2018-09,Aérea,Resto de América,62952.6
2018-09,Aérea,Europa,82376.7
2018-09,Aérea,Resto del mundo,14239.3
2018-09,Terrestre,Bolivia,23143.6
2018-09,Terrestre,Brasil,56405.5
2018-09,Terrestre,Chile,42184.2
2018-09,Terrestre,Paraguay,59812.4
2018-09,Terrestre,Uruguay,27920.4
2018-09,Terrestre,EE.UU. y Canadá,177.9
2018-09,Terrestre,Resto de América,838.1
2018-09,Terrestre,Europa,118.9
2018-09,Terrestre,Resto del mundo,53.5
2018-09,Fluvial/Marítima,Bolivia,4875
2018-09,Fluvial/Marítima,Brasil,4061.2
2018-09,Fluvial/Marítima,Chile,9.9
2018-09,Fluvial/Marítima,Paraguay,8313.7
2018-09,Fluvial/Marítima,Uruguay,27979.8
2018-09,Fluvial/Marítima,EE.UU. y Canadá,93
2018-09,Fluvial/Marítima,Resto de América,417
2018-09,Fluvial/Marítima,Europa,72.6
2018-09,Fluvial/Marítima,Resto del mundo,13.5
2018-10,Aérea,Bolivia,2648.2
2018-10,Aérea,Brasil,71260.2
2018-10,Aérea,Chile,25106.1
2018-10,Aérea,Paraguay,4045.9
2018-10,Aérea,Uruguay,5861.5
2018-10,Aérea,EE.UU. y Canadá,64907.2
2018-10,Aérea,Resto de América,58798.2
2018-10,Aérea,Europa,84788.3
2018-10,Aérea,Resto del mundo,15038.4
2018-10,Terrestre,Bolivia,19513.2
2018-10,Terrestre,Brasil,60253.5
2018-10,Terrestre,Chile,54947.5
2018-10,Terrestre,Paraguay,60666.5
2018-10,Terrestre,Uruguay,37279.6
2018-10,Terrestre,EE.UU. y Canadá,24.8
2018-10,Terrestre,Resto de América,325.8
2018-10,Terrestre,Europa,46.2
2018-10,Terrestre,Resto del mundo,20.8
2018-10,Fluvial/Marítima,Bolivia,3951
2018-10,Fluvial/Marítima,Brasil,3988.7
2018-10,Fluvial/Marítima,Chile,30.7
2018-10,Fluvial/Marítima,Paraguay,8894.4
2018-10,Fluvial/Marítima,Uruguay,34712.6
2018-10,Fluvial/Marítima,EE.UU. y Canadá,70.5
2018-10,Fluvial/Marítima,Resto de América,338.9
2018-10,Fluvial/Marítima,Europa,59.2
2018-10,Fluvial/Marítima,Resto del mundo,14.4
2018-11,Aérea,Bolivia,2332.6
2018-11,Aérea,Brasil,63740.4
2018-11,Aérea,Chile,19280.6
2018-11,Aérea,Paraguay,4178.5
2018-11,Aérea,Uruguay,5806.2
2018-11,Aérea,EE.UU. y Canadá,53014.3
2018-11,Aérea,Resto de América,63133.5
2018-11,Aérea,Europa,47341.4
2018-11,Aérea,Resto del mundo,17770.5
2018-11,Terrestre,Bolivia,21346
2018-11,Terrestre,Brasil,50183.4
2018-11,Terrestre,Chile,59732.2
2018-11,Terrestre,Paraguay,62954.7
2018-11,Terrestre,Uruguay,39861.6
2018-11,Terrestre,EE.UU. y Canadá,22.3
2018-11,Terrestre,Resto de América,292.5
2018-11,Terrestre,Europa,41.5
2018-11,Terrestre,Resto del mundo,18.7
2018-11,Fluvial/Marítima,Bolivia,4555.9
2018-11,Fluvial/Marítima,Brasil,5340.7
2018-11,Fluvial/Marítima,Chile,82.2
2018-11,Fluvial/Marítima,Paraguay,7961.4
2018-11,Fluvial/Marítima,Uruguay,36458.2
2018-11,Fluvial/Marítima,EE.UU. y Canadá,71.6
2018-11,Fluvial/Marítima,Resto de América,335.6
2018-11,Fluvial/Marítima,Europa,52.6
2018-11,Fluvial/Marítima,Resto del mundo,14.6
2018-12,Aérea,Bolivia,2528.1
2018-12,Aérea,Brasil,70413
2018-12,Aérea,Chile,21414.2
2018-12,Aérea,Paraguay,4468.9
2018-12,Aérea,Uruguay,7307.2
2018-12,Aérea,EE.UU. y Canadá,52934.7
2018-12,Aérea,Resto de América,63777.1
2018-12,Aérea,Europa,43092.4
2018-12,Aérea,Resto del mundo,13433.4
2018-12,Terrestre,Bolivia,30377
2018-12,Terrestre,Brasil,60094.9
2018-12,Terrestre,Chile,76908.7
2018-12,Terrestre,Paraguay,76378.4
2018-12,Terrestre,Uruguay,50564.8
2018-12,Terrestre,EE.UU. y Canadá,83.6
2018-12,Terrestre,Resto de América,1097.4
2018-12,Terrestre,Europa,155.7
2018-12,Terrestre,Resto del mundo,70
2018-12,Fluvial/Marítima,Bolivia,5258
2018-12,Fluvial/Marítima,Brasil,11067.5
2018-12,Fluvial/Marítima,Chile,588.7
2018-12,Fluvial/Marítima,Paraguay,10839.3
2018-12,Fluvial/Marítima,Uruguay,57329.4
2018-12,Fluvial/Marítima,EE.UU. y Canadá,115.5
2018-12,Fluvial/Marítima,Resto de América,540.3
2018-12,Fluvial/Marítima,Europa,69.8
2018-12,Fluvial/Marítima,Resto del mundo,22.3
2019-01,Aérea,Bolivia,3599.9
2019-01,Aérea,Brasil,121612.4
2019-01,Aérea,Chile,31854.1
2019-01,Aérea,Paraguay,4416.9
2019-01,Aérea,Uruguay,18697.5
2019-01,Aérea,EE.UU. y Canadá,60675.6
2019-01,Aérea,Resto de América,73962.1
2019-01,Aérea,Europa,41657.5
2019-01,Aérea,Resto del mundo,20280.1
2019-01,Terrestre,Bolivia,45070.3
2019-01,Terrestre,Brasil,211570.5
2019-01,Terrestre,Chile,219155.8
2019-01,Terrestre,Paraguay,151997.4
2019-01,Terrestre,Uruguay,158669.1
2019-01,Terrestre,EE.UU. y Canadá,130.2
2019-01,Terrestre,Resto de América,1311.2
2019-01,Terrestre,Europa,170.6
2019-01,Terrestre,Resto del mundo,109.1
2019-01,Fluvial/Marítima,Bolivia,5805
2019-01,Fluvial/Marítima,Brasil,15771.2
2019-01,Fluvial/Marítima,Chile,2071.9
2019-01,Fluvial/Marítima,Paraguay,17619.5
2019-01,Fluvial/Marítima,Uruguay,100947.6
2019-01,Fluvial/Marítima,EE.UU. y Canadá,659.2
2019-01,Fluvial/Marítima,Resto de América,2764.6
2019-01,Fluvial/Marítima,Europa,457.9
2019-01,Fluvial/Marítima,Resto del mundo,109.1
2019-02,Aérea,Bolivia,3755.5
2019-02,Aérea,Brasil,126771.9
2019-02,Aérea,Chile,25096.9
2019-02,Aérea,Paraguay,4648.6
2019-02,Aérea,Uruguay,11135.2
2019-02,Aérea,EE.UU. y Canadá,70238.9
2019-02,Aérea,Resto de América,93769.5
2019-02,Aérea,Europa,52449.3
2019-02,Aérea,Resto del mundo,20436.1
2019-02,Terrestre,Bolivia,38136.4
2019-02,Terrestre,Brasil,234152.5
2019-02,Terrestre,Chile,147643
2019-02,Terrestre,Paraguay,112307.4
2019-02,Terrestre,Uruguay,134481.7
2019-02,Terrestre,EE.UU. y Canadá,358.1
2019-02,Terrestre,Resto de América,2238
2019-02,Terrestre,Europa,355.7
2019-02,Terrestre,Resto del mundo,284.4
2019-02,Fluvial/Marítima,Bolivia,4607
2019-02,Fluvial/Marítima,Brasil,16150.8
2019-02,Fluvial/Marítima,Chile,1055
2019-02,Fluvial/Marítima,Paraguay,12143.2
2019-02,Fluvial/Marítima,Uruguay,80205.9
2019-02,Fluvial/Marítima,EE.UU. y Canadá,480.4
2019-02,Fluvial/Marítima,Resto de América,1519.6
2019-02,Fluvial/Marítima,Europa,377.5
2019-02,Fluvial/Marítima,Resto del mundo,70.3
2019-03,Aérea,Bolivia,3830.4
2019-03,Aérea,Brasil,108007.8
2019-03,Aérea,Chile,25314.6
2019-03,Aérea,Paraguay,4550.9
2019-03,Aérea,Uruguay,6164.6
2019-03,Aérea,EE.UU. y Canadá,71783.5
2019-03,Aérea,Resto de América,97699.4
2019-03,Aérea,Europa,49349.1
2019-03,Aérea,Resto del mundo,20665.7
2019-03,Terrestre,Bolivia,37669
2019-03,Terrestre,Brasil,129668.3
2019-03,Terrestre,Chile,114348
2019-03,Terrestre,Paraguay,80415.7
2019-03,Terrestre,Uruguay,88918.9
2019-03,Terrestre,EE.UU. y Canadá,62.9
2019-03,Terrestre,Resto de América,262.8
2019-03,Terrestre,Europa,40.9
2019-03,Terrestre,Resto del mundo,42.6
2019-03,Fluvial/Marítima,Bolivia,6223.2
2019-03,Fluvial/Marítima,Brasil,10322.9
2019-03,Fluvial/Marítima,Chile,342.9
2019-03,Fluvial/Marítima,Paraguay,9395.3
2019-03,Fluvial/Marítima,Uruguay,63926.4
2019-03,Fluvial/Marítima,EE.UU. y Canadá,102.6
2019-03,Fluvial/Marítima,Resto de América,366.1
2019-03,Fluvial/Marítima,Europa,101.8
2019-03,Fluvial/Marítima,Resto del mundo,19.7
2019-04,Aérea,Bolivia,2257.4
2019-04,Aérea,Brasil,83162.5
2019-04,Aérea,Chile,25104.8
2019-04,Aérea,Paraguay,4253.6
2019-04,Aérea,Uruguay,4517.3
2019-04,Aérea,EE.UU. y Canadá,62454.1
2019-04,Aérea,Resto de América,72269.9
2019-04,Aérea,Europa,47264.8
2019-04,Aérea,Resto del mundo,15594.5
2019-04,Terrestre,Bolivia,21797
2019-04,Terrestre,Brasil,73076.5
2019-04,Terrestre,Chile,83105
2019-04,Terrestre,Paraguay,92068.8
2019-04,Terrestre,Uruguay,59153.3
2019-04,Terrestre,EE.UU. y Canadá,82
2019-04,Terrestre,Resto de América,423.8
2019-04,Terrestre,Europa,77.8
2019-04,Terrestre,Resto del mundo,83.1
2019-04,Fluvial/Marítima,Bolivia,4941
2019-04,Fluvial/Marítima,Brasil,6950
2019-04,Fluvial/Marítima,Chile,50
2019-04,Fluvial/Marítima,Paraguay,8010.9
2019-04,Fluvial/Marítima,Uruguay,40080.3
2019-04,Fluvial/Marítima,EE.UU. y Canadá,72.2
2019-04,Fluvial/Marítima,Resto de América,211.9
2019-04,Fluvial/Marítima,Europa,64.5
2019-04,Fluvial/Marítima,Resto del mundo,13.3
2019-05,Aérea,Bolivia,2489.7
2019-05,Aérea,Brasil,62238.5
2019-05,Aérea,Chile,19325.8
2019-05,Aérea,Paraguay,4887.9
2019-05,Aérea,Uruguay,3761.8
2019-05,Aérea,EE.UU. y Canadá,75100.5
2019-05,Aérea,Resto de América,79968.7
2019-05,Aérea,Europa,64454.4
2019-05,Aérea,Resto del mundo,15199.6
2019-05,Terrestre,Bolivia,24099.8
2019-05,Terrestre,Brasil,47349.2
2019-05,Terrestre,Chile,48429.1
2019-05,Terrestre,Paraguay,73619
2019-05,Terrestre,Uruguay,30697.4
2019-05,Terrestre,EE.UU. y Canadá,61.6
2019-05,Terrestre,Resto de América,334.8
2019-05,Terrestre,Europa,52
2019-05,Terrestre,Resto del mundo,62.5
2019-05,Fluvial/Marítima,Bolivia,6065
2019-05,Fluvial/Marítima,Brasil,3610.9
2019-05,Fluvial/Marítima,Chile,49
2019-05,Fluvial/Marítima,Paraguay,5859.3
2019-05,Fluvial/Marítima,Uruguay,21511.6
2019-05,Fluvial/Marítima,EE.UU. y Canadá,121.3
2019-05,Fluvial/Marítima,Resto de América,450.5
2019-05,Fluvial/Marítima,Europa,98.4
2019-05,Fluvial/Marítima,Resto del mundo,30.7
2019-06,Aérea,Bolivia,2273
2019-06,Aérea,Brasil,48171.6
2019-06,Aérea,Chile,19972.4
2019-06,Aérea,Paraguay,5070.9
2019-06,Aérea,Uruguay,3811
2019-06,Aérea,EE.UU. y Canadá,76522.4
2019-06,Aérea,Resto de América,72621.6
2019-06,Aérea,Europa,80267.7
2019-06,Aérea,Resto del mundo,15901.5
2019-06,Terrestre,Bolivia,31671
2019-06,Terrestre,Brasil,55539.6
2019-06,Terrestre,Chile,33762.1
2019-06,Terrestre,Paraguay,80340.1
2019-06,Terrestre,Uruguay,28275.9
2019-06,Terrestre,EE.UU. y Canadá,93
2019-06,Terrestre,Resto de América,528.6
2019-06,Terrestre,Europa,78.5
2019-06,Terrestre,Resto del mundo,63.6
2019-06,Fluvial/Marítima,Bolivia,6261
2019-06,Fluvial/Marítima,Brasil,4276.1
2019-06,Fluvial/Marítima,Chile,15.9
2019-06,Fluvial/Marítima,Paraguay,5912.6
2019-06,Fluvial/Marítima,Uruguay,24611.3
2019-06,Fluvial/Marítima,EE.UU. y Canadá,50.7
2019-06,Fluvial/Marítima,Resto de América,172.9
2019-06,Fluvial/Marítima,Europa,35.4
2019-06,Fluvial/Marítima,Resto del mundo,12.8
2019-07,Aérea,Bolivia,2516.4
2019-07,Aérea,Brasil,51804.7
2019-07,Aérea,Chile,21686.3
2019-07,Aérea,Paraguay,6099.3
2019-07,Aérea,Uruguay,3986.4
2019-07,Aérea,EE.UU. y Canadá,59314.4
2019-07,Aérea,Resto de América,71509.4
2019-07,Aérea,Europa,81732.4
2019-07,Aérea,Resto del mundo,13199.7
2019-07,Terrestre,Bolivia,41981.7
2019-07,Terrestre,Brasil,108349.3
2019-07,Terrestre,Chile,64531
2019-07,Terrestre,Paraguay,110852.4
2019-07,Terrestre,Uruguay,43070
2019-07,Terrestre,EE.UU. y Canadá,357.6
2019-07,Terrestre,Resto de América,934.4
2019-07,Terrestre,Europa,90.1
2019-07,Terrestre,Resto del mundo,100.6
2019-07,Fluvial/Marítima,Bolivia,8983
2019-07,Fluvial/Marítima,Brasil,5691
2019-07,Fluvial/Marítima,Chile,34
2019-07,Fluvial/Marítima,Paraguay,9347.9
2019-07,Fluvial/Marítima,Uruguay,33342.1
2019-07,Fluvial/Marítima,EE.UU. y Canadá,146.2
2019-07,Fluvial/Marítima,Resto de América,468.2
2019-07,Fluvial/Marítima,Europa,121.7
2019-07,Fluvial/Marítima,Resto del mundo,19.8
2019-08,Aérea,Bolivia,4017.6
2019-08,Aérea,Brasil,61865
2019-08,Aérea,Chile,21553.4
2019-08,Aérea,Paraguay,6404
2019-08,Aérea,Uruguay,4765.2
2019-08,Aérea,EE.UU. y Canadá,78309.4
2019-08,Aérea,Resto de América,72961.6
2019-08,Aérea,Europa,85405.7
2019-08,Aérea,Resto del mundo,12420
2019-08,Terrestre,Bolivia,35969.9
2019-08,Terrestre,Brasil,62088.2
2019-08,Terrestre,Chile,44088.7
2019-08,Terrestre,Paraguay,80989
2019-08,Terrestre,Uruguay,31261.8
2019-08,Terrestre,EE.UU. y Canadá,172.6
2019-08,Terrestre,Resto de América,289.1
2019-08,Terrestre,Europa,31.7
2019-08,Terrestre,Resto del mundo,32
2019-08,Fluvial/Marítima,Bolivia,8128.7
2019-08,Fluvial/Marítima,Brasil,3349.4
2019-08,Fluvial/Marítima,Chile,30.8
2019-08,Fluvial/Marítima,Paraguay,8618.2
2019-08,Fluvial/Marítima,Uruguay,28809.1
2019-08,Fluvial/Marítima,EE.UU. y Canadá,193.9
2019-08,Fluvial/Marítima,Resto de América,1149.6
2019-08,Fluvial/Marítima,Europa,321.1
2019-08,Fluvial/Marítima,Resto del mundo,49.3
2019-09,Aérea,Bolivia,2769.9
2019-09,Aérea,Brasil,56089.7
2019-09,Aérea,Chile,19268.1
2019-09,Aérea,Paraguay,4873.3
2019-09,Aérea,Uruguay,4136.1
2019-09,Aérea,EE.UU. y Canadá,69581.6
2019-09,Aérea,Resto de América,61181.6
2019-09,Aérea,Europa,87365.5
2019-09,Aérea,Resto del mundo,14516.1
2019-09,Terrestre,Bolivia,28480.6
2019-09,Terrestre,Brasil,57355
2019-09,Terrestre,Chile,54339.9
2019-09,Terrestre,Paraguay,62013.3
